'Symptom 1','Symptom 2','Symptom 3','Symptom 4','Symptom 5','Symptom 6','Symptom 7','Symptom 8','Symptom 9','Symptom 10','Symptom 11','Symptom 12','Symptom 13','Symptom 14','Symptom 15','Symptom 16','Symptom 17',Disease
itching,' skin_rash',' fatigue',' lethargy',' high_fever',' loss_of_appetite',' mild_fever',' swelled_lymph_nodes',' malaise',' red_spots_over_body',0,0,0,0,0,0,0,'Chicken pox'
' vomiting',' headache',' weakness_of_one_body_side',0,0,0,0,0,0,0,0,0,0,0,0,0,0,'Paralysis (brain hemorrhage)'
' skin_rash',' high_fever',' blister',' red_sore_around_nose',' yellow_crust_ooze',0,0,0,0,0,0,0,0,0,0,0,0,Impetigo
' fatigue',' yellowish_skin',' nausea',' loss_of_appetite',' yellowing_of_eyes',' family_history',0,0,0,0,0,0,0,0,0,0,0,'Hepatitis C'
itching,' skin_rash',' nodal_skin_eruptions',' dischromic _patches',0,0,0,0,0,0,0,0,0,0,0,0,0,'Fungal infection'
itching,' lethargy',' yellowish_skin',' dark_urine',' loss_of_appetite',' abdominal_pain',' yellow_urine',' yellowing_of_eyes',' malaise',' receiving_blood_transfusion',' receiving_unsterile_injections',0,0,0,0,0,0,'Hepatitis B'
' fatigue',' yellowish_skin',' nausea',' loss_of_appetite',' yellowing_of_eyes',' family_history',0,0,0,0,0,0,0,0,0,0,0,'Hepatitis C'
itching,' vomiting',' yellowish_skin',' nausea',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',0,0,0,0,0,0,0,0,0,0,'Chronic cholestasis'
' joint_pain',' yellowish_skin',' dark_urine',' nausea',' loss_of_appetite',' abdominal_pain',' diarrhoea',' mild_fever',' yellowing_of_eyes',' muscle_pain',0,0,0,0,0,0,0,'hepatitis A'
' vomiting',' headache',' weakness_of_one_body_side',' altered_sensorium',0,0,0,0,0,0,0,0,0,0,0,0,0,'Paralysis (brain hemorrhage)'
' chills',' fatigue',' high_fever',' breathlessness',' sweating',' malaise',' phlegm',' chest_pain',' fast_heart_rate',' rusty_sputum',0,0,0,0,0,0,0,Pneumonia
' indigestion',' headache',' blurred_and_distorted_vision',' excessive_hunger',' stiff_neck',' depression',' irritability',' visual_disturbances',0,0,0,0,0,0,0,0,0,Migraine
' vomiting',' breathlessness',' sweating',' chest_pain',0,0,0,0,0,0,0,0,0,0,0,0,0,'Heart attack'
' yellowish_skin',' abdominal_pain',' swelling_of_stomach',' distention_of_abdomen',' history_of_alcohol_consumption',' fluid_overload',0,0,0,0,0,0,0,0,0,0,0,'Alcoholic hepatitis'
' continuous_sneezing',' chills',' fatigue',' high_fever',' headache',' swelled_lymph_nodes',' malaise',' phlegm',' throat_irritation',' redness_of_eyes',' sinus_pressure',' runny_nose',' congestion',' chest_pain',' loss_of_smell',' muscle_pain',0,'Common Cold'
' skin_rash',' joint_pain',' skin_peeling',' silver_like_dusting',' small_dents_in_nails',' inflammatory_nails',0,0,0,0,0,0,0,0,0,0,0,Psoriasis
' burning_micturition',' bladder_discomfort',' foul_smell_of urine',' continuous_feel_of_urine',0,0,0,0,0,0,0,0,0,0,0,0,0,'Urinary tract infection'
' skin_rash',' chills',' vomiting',' fatigue',' high_fever',' headache',' nausea',' loss_of_appetite',' pain_behind_the_eyes',' back_pain',' malaise',' muscle_pain',' red_spots_over_body',0,0,0,0,Dengue
itching,' skin_rash',' dischromic _patches',0,0,0,0,0,0,0,0,0,0,0,0,0,0,'Fungal infection'
' fatigue',' weight_loss',' restlessness',' lethargy',' irregular_sugar_level',' blurred_and_distorted_vision',' excessive_hunger',' increased_appetite',' polyuria',0,0,0,0,0,0,0,0,'Diabetes '
' joint_pain',' fatigue',' high_fever',' yellowish_skin',' dark_urine',' nausea',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',' acute_liver_failure',' coma',' stomach_bleeding',0,0,0,0,0,'Hepatitis E'
' fatigue',' cough',' high_fever',' breathlessness',' family_history',' mucoid_sputum',0,0,0,0,0,0,0,0,0,0,0,'Bronchial Asthma'
' fatigue',' weight_loss',' restlessness',' sweating',' diarrhoea',' fast_heart_rate',' excessive_hunger',' muscle_weakness',' irritability',' abnormal_menstruation',0,0,0,0,0,0,0,Hyperthyroidism
' vomiting',' headache',' nausea',' spinning_movements',' loss_of_balance',' unsteadiness',0,0,0,0,0,0,0,0,0,0,0,'(vertigo) Paroymsal  Positional Vertigo'
' muscle_wasting',' patches_in_throat',' high_fever',' extra_marital_contacts',0,0,0,0,0,0,0,0,0,0,0,0,0,AIDS
' chills',' fatigue',' cough',' high_fever',' breathlessness',' sweating',' malaise',' phlegm',' chest_pain',' fast_heart_rate',' rusty_sputum',0,0,0,0,0,0,Pneumonia
' chills',' vomiting',' fatigue',' high_fever',' headache',' nausea',' constipation',' abdominal_pain',' diarrhoea',' toxic_look_(typhos)',' belly_pain',0,0,0,0,0,0,Typhoid
' fatigue',' cold_hands_and_feets',' mood_swings',' lethargy',' dizziness',' puffy_face_and_eyes',' enlarged_thyroid',' brittle_nails',' swollen_extremeties',' depression',' irritability',' abnormal_menstruation',0,0,0,0,0,Hypothyroidism
' chills',' vomiting',' fatigue',' weight_loss',' cough',' high_fever',' breathlessness',' sweating',' loss_of_appetite',' mild_fever',' yellowing_of_eyes',' swelled_lymph_nodes',' malaise',' phlegm',' chest_pain',' blood_in_sputum',0,Tuberculosis
' fatigue',' weight_loss',' restlessness',' lethargy',' irregular_sugar_level',' obesity',' excessive_hunger',' increased_appetite',' polyuria',0,0,0,0,0,0,0,0,'Diabetes '
' vomiting',' headache',' weakness_of_one_body_side',' altered_sensorium',0,0,0,0,0,0,0,0,0,0,0,0,0,'Paralysis (brain hemorrhage)'
' vomiting',' yellowish_skin',' abdominal_pain',' swelling_of_stomach',' distention_of_abdomen',' history_of_alcohol_consumption',' fluid_overload',0,0,0,0,0,0,0,0,0,0,'Alcoholic hepatitis'
' skin_rash',' pus_filled_pimples',' blackheads',' scurring',0,0,0,0,0,0,0,0,0,0,0,0,0,Acne
' patches_in_throat',' high_fever',' extra_marital_contacts',0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIDS
' stomach_pain',' acidity',' ulcers_on_tongue',' vomiting',' cough',' chest_pain',0,0,0,0,0,0,0,0,0,0,0,GERD
' joint_pain',' vomiting',' yellowish_skin',' dark_urine',' nausea',' loss_of_appetite',' abdominal_pain',' mild_fever',' yellowing_of_eyes',' muscle_pain',0,0,0,0,0,0,0,'hepatitis A'
' continuous_sneezing',' shivering',' chills',' watering_from_eyes',0,0,0,0,0,0,0,0,0,0,0,0,0,Allergy
' joint_pain',' vomiting',' fatigue',' high_fever',' yellowish_skin',' dark_urine',' nausea',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',' acute_liver_failure',' coma',' stomach_bleeding',0,0,0,0,'Hepatitis E'
' chills',' vomiting',' high_fever',' sweating',' headache',' nausea',' muscle_pain',0,0,0,0,0,0,0,0,0,0,Malaria
' continuous_sneezing',' chills',' fatigue',' cough',' high_fever',' headache',' swelled_lymph_nodes',' malaise',' phlegm',' throat_irritation',' redness_of_eyes',' sinus_pressure',' runny_nose',' congestion',' chest_pain',' loss_of_smell',' muscle_pain','Common Cold'
' acidity',' headache',' blurred_and_distorted_vision',' excessive_hunger',' stiff_neck',' depression',' irritability',' visual_disturbances',0,0,0,0,0,0,0,0,0,Migraine
' joint_pain',' vomiting',' fatigue',' yellowish_skin',' dark_urine',' nausea',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',0,0,0,0,0,0,0,0,'Hepatitis D'
' fatigue',' weight_loss',' restlessness',' lethargy',' blurred_and_distorted_vision',' obesity',' excessive_hunger',' increased_appetite',' polyuria',0,0,0,0,0,0,0,0,'Diabetes '
' joint_pain',' vomiting',' yellowish_skin',' nausea',' loss_of_appetite',' abdominal_pain',' diarrhoea',' mild_fever',' yellowing_of_eyes',' muscle_pain',0,0,0,0,0,0,0,'hepatitis A'
' skin_rash',' high_fever',' blister',' red_sore_around_nose',' yellow_crust_ooze',0,0,0,0,0,0,0,0,0,0,0,0,Impetigo
' fatigue',' yellowish_skin',' nausea',' loss_of_appetite',' family_history',0,0,0,0,0,0,0,0,0,0,0,0,'Hepatitis C'
' acidity',' indigestion',' headache',' blurred_and_distorted_vision',' excessive_hunger',' stiff_neck',' depression',' irritability',' visual_disturbances',0,0,0,0,0,0,0,0,Migraine
' chills',' vomiting',' fatigue',' cough',' high_fever',' breathlessness',' sweating',' loss_of_appetite',' mild_fever',' yellowing_of_eyes',' swelled_lymph_nodes',' malaise',' phlegm',' chest_pain',' blood_in_sputum',0,0,Tuberculosis
' skin_rash',' joint_pain',' skin_peeling',' silver_like_dusting',' small_dents_in_nails',' inflammatory_nails',0,0,0,0,0,0,0,0,0,0,0,Psoriasis
' muscle_weakness',' stiff_neck',' swelling_joints',' movement_stiffness',' painful_walking',0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
' vomiting',' headache',' nausea',' spinning_movements',' loss_of_balance',' unsteadiness',0,0,0,0,0,0,0,0,0,0,0,'(vertigo) Paroymsal  Positional Vertigo'
' headache',' chest_pain',' dizziness',' loss_of_balance',0,0,0,0,0,0,0,0,0,0,0,0,0,'Hypertension '
' headache',' chest_pain',' dizziness',' loss_of_balance',' lack_of_concentration',0,0,0,0,0,0,0,0,0,0,0,0,'Hypertension '
' vomiting',' indigestion',' abdominal_pain',' passage_of_gases',' internal_itching',0,0,0,0,0,0,0,0,0,0,0,0,'Peptic ulcer diseae'
itching,' skin_rash',' nodal_skin_eruptions',' dischromic _patches',0,0,0,0,0,0,0,0,0,0,0,0,0,'Fungal infection'
' skin_rash',' chills',' joint_pain',' vomiting',' fatigue',' high_fever',' headache',' nausea',' loss_of_appetite',' pain_behind_the_eyes',' back_pain',' malaise',' muscle_pain',' red_spots_over_body',0,0,0,Dengue
' fatigue',' yellowish_skin',' nausea',' loss_of_appetite',' yellowing_of_eyes',' family_history',0,0,0,0,0,0,0,0,0,0,0,'Hepatitis C'
' vomiting',' headache',' weakness_of_one_body_side',' altered_sensorium',0,0,0,0,0,0,0,0,0,0,0,0,0,'Paralysis (brain hemorrhage)'
itching,' fatigue',' lethargy',' dark_urine',' loss_of_appetite',' abdominal_pain',' yellow_urine',' yellowing_of_eyes',' malaise',' receiving_blood_transfusion',' receiving_unsterile_injections',0,0,0,0,0,0,'Hepatitis B'
' chills',' vomiting',' high_fever',' sweating',' headache',' nausea',' diarrhoea',' muscle_pain',0,0,0,0,0,0,0,0,0,Malaria
itching,' skin_rash',' nodal_skin_eruptions',' dischromic _patches',0,0,0,0,0,0,0,0,0,0,0,0,0,'Fungal infection'
' joint_pain',' vomiting',' yellowish_skin',' dark_urine',' nausea',' loss_of_appetite',' abdominal_pain',' diarrhoea',' mild_fever',' yellowing_of_eyes',' muscle_pain',0,0,0,0,0,0,'hepatitis A'
' fatigue',' weight_loss',' restlessness',' lethargy',' irregular_sugar_level',' blurred_and_distorted_vision',' obesity',' excessive_hunger',' increased_appetite',' polyuria',0,0,0,0,0,0,0,'Diabetes '
' vomiting',' headache',' nausea',' spinning_movements',' loss_of_balance',' unsteadiness',0,0,0,0,0,0,0,0,0,0,0,'(vertigo) Paroymsal  Positional Vertigo'
' chills',' fatigue',' cough',' high_fever',' breathlessness',' malaise',' phlegm',' chest_pain',' fast_heart_rate',' rusty_sputum',0,0,0,0,0,0,0,Pneumonia
itching,' fatigue',' weight_loss',' high_fever',' yellowish_skin',' dark_urine',' abdominal_pain',0,0,0,0,0,0,0,0,0,0,Jaundice
' vomiting',' headache',' weakness_of_one_body_side',' altered_sensorium',0,0,0,0,0,0,0,0,0,0,0,0,0,'Paralysis (brain hemorrhage)'
' continuous_sneezing',' chills',' fatigue',' cough',' high_fever',' headache',' swelled_lymph_nodes',' malaise',' phlegm',' throat_irritation',' redness_of_eyes',' sinus_pressure',' runny_nose',' congestion',' chest_pain',' loss_of_smell',' muscle_pain','Common Cold'
' back_pain',' weakness_in_limbs',' neck_pain',' dizziness',' loss_of_balance',0,0,0,0,0,0,0,0,0,0,0,0,'Cervical spondylosis'
' vomiting',' indigestion',' abdominal_pain',' passage_of_gases',' internal_itching',0,0,0,0,0,0,0,0,0,0,0,0,'Peptic ulcer diseae'
itching,' skin_rash',' nodal_skin_eruptions',' dischromic _patches',0,0,0,0,0,0,0,0,0,0,0,0,0,'Fungal infection'
' joint_pain',' vomiting',' yellowish_skin',' dark_urine',' nausea',' loss_of_appetite',' abdominal_pain',' diarrhoea',' mild_fever',' yellowing_of_eyes',' muscle_pain',0,0,0,0,0,0,'hepatitis A'
' skin_rash',' pus_filled_pimples',' blackheads',' scurring',0,0,0,0,0,0,0,0,0,0,0,0,0,Acne
' headache',' chest_pain',' dizziness',' loss_of_balance',' lack_of_concentration',0,0,0,0,0,0,0,0,0,0,0,0,'Hypertension '
' joint_pain',' vomiting',' yellowish_skin',' dark_urine',' loss_of_appetite',' abdominal_pain',' diarrhoea',' mild_fever',' yellowing_of_eyes',' muscle_pain',0,0,0,0,0,0,0,'hepatitis A'
' vomiting',' sunken_eyes',' dehydration',0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gastroenteritis
itching,' vomiting',' yellowish_skin',' nausea',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',0,0,0,0,0,0,0,0,0,0,'Chronic cholestasis'
' chills',' fatigue',' cough',' high_fever',' breathlessness',' sweating',' malaise',' phlegm',' chest_pain',' fast_heart_rate',' rusty_sputum',0,0,0,0,0,0,Pneumonia
' back_pain',' weakness_in_limbs',' neck_pain',' dizziness',' loss_of_balance',0,0,0,0,0,0,0,0,0,0,0,0,'Cervical spondylosis'
itching,' skin_rash',' nodal_skin_eruptions',' dischromic _patches',0,0,0,0,0,0,0,0,0,0,0,0,0,'Fungal infection'
' patches_in_throat',' high_fever',' extra_marital_contacts',0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIDS
' fatigue',' weight_gain',' cold_hands_and_feets',' mood_swings',' dizziness',' puffy_face_and_eyes',' enlarged_thyroid',' brittle_nails',' swollen_extremeties',' depression',' irritability',' abnormal_menstruation',0,0,0,0,0,Hypothyroidism
' skin_rash',' chills',' joint_pain',' vomiting',' fatigue',' high_fever',' headache',' nausea',' loss_of_appetite',' pain_behind_the_eyes',' back_pain',' malaise',' muscle_pain',' red_spots_over_body',0,0,0,Dengue
' burning_micturition',' bladder_discomfort',' foul_smell_of urine',' continuous_feel_of_urine',0,0,0,0,0,0,0,0,0,0,0,0,0,'Urinary tract infection'
' joint_pain',' vomiting',' fatigue',' high_fever',' yellowish_skin',' nausea',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',' acute_liver_failure',' coma',' stomach_bleeding',0,0,0,0,0,'Hepatitis E'
' muscle_wasting',' patches_in_throat',' high_fever',' extra_marital_contacts',0,0,0,0,0,0,0,0,0,0,0,0,0,AIDS
' chills',' fatigue',' cough',' high_fever',' breathlessness',' sweating',' malaise',' phlegm',' chest_pain',' fast_heart_rate',' rusty_sputum',0,0,0,0,0,0,Pneumonia
itching,' skin_rash',' nodal_skin_eruptions',' dischromic _patches',0,0,0,0,0,0,0,0,0,0,0,0,0,'Fungal infection'
' skin_rash',' pus_filled_pimples',' scurring',0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acne
' vomiting',' indigestion',' loss_of_appetite',' abdominal_pain',' passage_of_gases',' internal_itching',0,0,0,0,0,0,0,0,0,0,0,'Peptic ulcer diseae'
' constipation',' pain_during_bowel_movements',' pain_in_anal_region',' bloody_stool',' irritation_in_anus',0,0,0,0,0,0,0,0,0,0,0,0,'Dimorphic hemmorhoids(piles)'
' mood_swings',' weight_loss',' restlessness',' sweating',' diarrhoea',' fast_heart_rate',' excessive_hunger',' muscle_weakness',' irritability',' abnormal_menstruation',0,0,0,0,0,0,0,Hyperthyroidism
' vomiting',' fatigue',' anxiety',' sweating',' headache',' nausea',' excessive_hunger',' drying_and_tingling_lips',' slurred_speech',' irritability',' palpitations',0,0,0,0,0,0,Hypoglycemia
itching,' skin_rash',' burning_micturition',' spotting_ urination',0,0,0,0,0,0,0,0,0,0,0,0,0,'Drug Reaction'
itching,' skin_rash',' lethargy',' high_fever',' headache',' loss_of_appetite',' mild_fever',' swelled_lymph_nodes',' malaise',' red_spots_over_body',0,0,0,0,0,0,0,'Chicken pox'
' vomiting',' anxiety',' sweating',' headache',' nausea',' blurred_and_distorted_vision',' excessive_hunger',' drying_and_tingling_lips',' slurred_speech',' irritability',' palpitations',0,0,0,0,0,0,Hypoglycemia
' skin_rash',' joint_pain',' silver_like_dusting',' small_dents_in_nails',' inflammatory_nails',0,0,0,0,0,0,0,0,0,0,0,0,Psoriasis
' muscle_weakness',' stiff_neck',' swelling_joints',' movement_stiffness',' painful_walking',0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
itching,' vomiting',' yellowish_skin',' nausea',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',0,0,0,0,0,0,0,0,0,0,'Chronic cholestasis'
itching,' skin_rash',' burning_micturition',' spotting_ urination',0,0,0,0,0,0,0,0,0,0,0,0,0,'Drug Reaction'
' fatigue',' weight_gain',' cold_hands_and_feets',' mood_swings',' lethargy',' dizziness',' enlarged_thyroid',' brittle_nails',' swollen_extremeties',' depression',' irritability',' abnormal_menstruation',0,0,0,0,0,Hypothyroidism
itching,' skin_rash',' stomach_pain',' burning_micturition',0,0,0,0,0,0,0,0,0,0,0,0,0,'Drug Reaction'
' vomiting',' yellowish_skin',' swelling_of_stomach',' distention_of_abdomen',' history_of_alcohol_consumption',' fluid_overload',0,0,0,0,0,0,0,0,0,0,0,'Alcoholic hepatitis'
itching,' vomiting',' fatigue',' weight_loss',' high_fever',' yellowish_skin',' dark_urine',' abdominal_pain',0,0,0,0,0,0,0,0,0,Jaundice
' skin_rash',' chills',' joint_pain',' vomiting',' fatigue',' high_fever',' headache',' nausea',' loss_of_appetite',' pain_behind_the_eyes',' back_pain',' malaise',' muscle_pain',' red_spots_over_body',0,0,0,Dengue
' fatigue',' weight_loss',' restlessness',' lethargy',' irregular_sugar_level',' blurred_and_distorted_vision',' obesity',' excessive_hunger',' increased_appetite',' polyuria',0,0,0,0,0,0,0,'Diabetes '
' skin_rash',' pus_filled_pimples',' blackheads',' scurring',0,0,0,0,0,0,0,0,0,0,0,0,0,Acne
' stomach_pain',' acidity',' ulcers_on_tongue',' cough',' chest_pain',0,0,0,0,0,0,0,0,0,0,0,0,GERD
' joint_pain',' fatigue',' yellowish_skin',' dark_urine',' nausea',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',0,0,0,0,0,0,0,0,0,'Hepatitis D'
' fatigue',' weight_loss',' restlessness',' lethargy',' irregular_sugar_level',' blurred_and_distorted_vision',' obesity',' excessive_hunger',' increased_appetite',' polyuria',0,0,0,0,0,0,0,'Diabetes '
itching,' vomiting',' fatigue',' weight_loss',' high_fever',' yellowish_skin',' dark_urine',' abdominal_pain',0,0,0,0,0,0,0,0,0,Jaundice
' constipation',' pain_during_bowel_movements',' pain_in_anal_region',' bloody_stool',' irritation_in_anus',0,0,0,0,0,0,0,0,0,0,0,0,'Dimorphic hemmorhoids(piles)'
' constipation',' pain_during_bowel_movements',' pain_in_anal_region',' bloody_stool',0,0,0,0,0,0,0,0,0,0,0,0,0,'Dimorphic hemmorhoids(piles)'
' headache',' chest_pain',' dizziness',' loss_of_balance',' lack_of_concentration',0,0,0,0,0,0,0,0,0,0,0,0,'Hypertension '
' vomiting',' headache',' nausea',' spinning_movements',' loss_of_balance',0,0,0,0,0,0,0,0,0,0,0,0,'(vertigo) Paroymsal  Positional Vertigo'
' joint_pain',' vomiting',' yellowish_skin',' dark_urine',' nausea',' loss_of_appetite',' abdominal_pain',' diarrhoea',' mild_fever',' yellowing_of_eyes',' muscle_pain',0,0,0,0,0,0,'hepatitis A'
' vomiting',' fatigue',' yellowish_skin',' dark_urine',' nausea',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',0,0,0,0,0,0,0,0,0,'Hepatitis D'
' acidity',' indigestion',' headache',' blurred_and_distorted_vision',' excessive_hunger',' stiff_neck',' depression',' irritability',' visual_disturbances',0,0,0,0,0,0,0,0,Migraine
' muscle_wasting',' patches_in_throat',' high_fever',' extra_marital_contacts',0,0,0,0,0,0,0,0,0,0,0,0,0,AIDS
' vomiting',' breathlessness',' chest_pain',0,0,0,0,0,0,0,0,0,0,0,0,0,0,'Heart attack'
' vomiting',' fatigue',' anxiety',' sweating',' headache',' blurred_and_distorted_vision',' excessive_hunger',' drying_and_tingling_lips',' slurred_speech',' irritability',' palpitations',0,0,0,0,0,0,Hypoglycemia
' vomiting',' sunken_eyes',' dehydration',' diarrhoea',0,0,0,0,0,0,0,0,0,0,0,0,0,Gastroenteritis
' acidity',' headache',' blurred_and_distorted_vision',' excessive_hunger',' stiff_neck',' depression',' irritability',' visual_disturbances',0,0,0,0,0,0,0,0,0,Migraine
itching,' vomiting',' fatigue',' weight_loss',' high_fever',' yellowish_skin',' dark_urine',' abdominal_pain',0,0,0,0,0,0,0,0,0,Jaundice
' continuous_sneezing',' chills',' fatigue',' high_fever',' headache',' swelled_lymph_nodes',' malaise',' phlegm',' throat_irritation',' redness_of_eyes',' sinus_pressure',' runny_nose',' congestion',' chest_pain',' loss_of_smell',' muscle_pain',0,'Common Cold'
' vomiting',' breathlessness',' sweating',' chest_pain',0,0,0,0,0,0,0,0,0,0,0,0,0,'Heart attack'
' vomiting',' yellowish_skin',' abdominal_pain',' distention_of_abdomen',' history_of_alcohol_consumption',' fluid_overload',0,0,0,0,0,0,0,0,0,0,0,'Alcoholic hepatitis'
' fatigue',' mood_swings',' weight_loss',' restlessness',' sweating',' diarrhoea',' fast_heart_rate',' excessive_hunger',' muscle_weakness',' irritability',' abnormal_menstruation',0,0,0,0,0,0,Hyperthyroidism
' joint_pain',' vomiting',' fatigue',' yellowish_skin',' dark_urine',' nausea',' loss_of_appetite',' abdominal_pain',' yellowing_of_eyes',0,0,0,0,0,0,0,0,'Hepatitis D'
' vomiting',' indigestion',' loss_of_appetite',' passage_of_gases',' internal_itching',0,0,0,0,0,0,0,0,0,0,0,0,'Peptic ulcer diseae'
' chills',' fatigue',' cough',' high_fever',' breathlessness',' sweating',' malaise',' phlegm',' chest_pain',' fast_heart_rate',' rusty_sputum',0,0,0,0,0,0,Pneumonia
' vomiting',' yellowish_skin',' abdominal_pain',' swelling_of_stomach',' distention_of_abdomen',' history_of_alcohol_consumption',' fluid_overload',0,0,0,0,0,0,0,0,0,0,'Alcoholic hepatitis'
' skin_rash',' pus_filled_pimples',' scurring',0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acne
' fatigue',' cough',' high_fever',' breathlessness',' family_history',' mucoid_sputum',0,0,0,0,0,0,0,0,0,0,0,'Bronchial Asthma'
' fatigue',' cramps',' bruising',' obesity',' swollen_legs',' swollen_blood_vessels',' prominent_veins_on_calf',0,0,0,0,0,0,0,0,0,0,'Varicose veins'
' skin_rash',' chills',' joint_pain',' vomiting',' fatigue',' high_fever',' headache',' nausea',' loss_of_appetite',' pain_behind_the_eyes',' back_pain',' malaise',' muscle_pain',' red_spots_over_body',0,0,0,Dengue
' fatigue',' mood_swings',' weight_loss',' restlessness',' sweating',' diarrhoea',' fast_heart_rate',' excessive_hunger',' muscle_weakness',' irritability',' abnormal_menstruation',0,0,0,0,0,0,Hyperthyroidism
' fatigue',' cramps',' bruising',' obesity',' swollen_legs',' swollen_blood_vessels',' prominent_veins_on_calf',0,0,0,0,0,0,0,0,0,0,'Varicose veins'
' shivering',' chills',' watering_from_eyes',0,0,0,0,0,0,0,0,0,0,0,0,0,0,Allergy
' fatigue',' mood_swings',' weight_loss',' restlessness',' sweating',' diarrhoea',' fast_heart_rate',' excessive_hunger',' muscle_weakness',' irritability',' abnormal_menstruation',0,0,0,0,0,0,Hyperthyroidism
' skin_rash',' chills',' joint_pain',' vomiting',' fatigue',' high_fever',' headache',' nausea',' loss_of_appetite',' pain_behind_the_eyes',' back_pain',' malaise',' muscle_pain',' red_spots_over_body',0,0,0,Dengue
' vomiting',' headache',' nausea',' spinning_movements',' loss_of_balance',' unsteadiness',0,0,0,0,0,0,0,0,0,0,0,'(vertigo) Paroymsal  Positional Vertigo'
' fatigue',' lethargy',' yellowish_skin',' dark_urine',' loss_of_appetite',' abdominal_pain',' yellow_urine',' yellowing_of_eyes',' malaise',' receiving_blood_transfusion',' receiving_unsterile_injections',0,0,0,0,0,0,'Hepatitis B'
' continuous_sneezing',' chills',' fatigue',' cough',' high_fever',' headache',' swelled_lymph_nodes',' malaise',' phlegm',' throat_irritation',' redness_of_eyes',' sinus_pressure',' runny_nose',' congestion',' chest_pain',' loss_of_smell',' muscle_pain','Common Cold'
' skin_rash',' chills',' joint_pain',' vomiting',' fatigue',' high_fever',' headache',' nausea',' loss_of_appetite',' pain_behind_the_eyes',' back_pain',' malaise',' muscle_pain',' red_spots_over_body',0,0,0,Dengue
' skin_rash',' nodal_skin_eruptions',' dischromic _patches',0,0,0,0,0,0,0,0,0,0,0,0,0,0,'Fungal infection'
' stomach_pain',' ulcers_on_tongue',' vomiting',' cough',' chest_pain',0,0,0,0,0,0,0,0,0,0,0,0,GERD
' stomach_pain',' acidity',' ulcers_on_tongue',' vomiting',' cough',' chest_pain',0,0,0,0,0,0,0,0,0,0,0,GERD
itching,' skin_rash',' fatigue',' lethargy',' high_fever',' headache',' loss_of_appetite',' mild_fever',' swelled_lymph_nodes',' malaise',' red_spots_over_body',0,0,0,0,0,0,'Chicken pox'
' fatigue',' weight_loss',' restlessness',' lethargy',' irregular_sugar_level',' blurred_and_distorted_vision',' obesity',' excessive_hunger',' increased_appetite',' polyuria',0,0,0,0,0,0,0,'Diabetes '
' fatigue',' yellowish_skin',' nausea',' loss_of_appetite',' yellowing_of_eyes',' family_history',0,0,0,0,0,0,0,0,0,0,0,'Hepatitis C'
' joint_pain',' vomiting',' fatigue',' yellowish_skin',' dark_urine',' nausea',' loss_of_appetite',' abdominal_pain',0,0,0,0,0,0,0,0,0,'Hepatitis D'
' vomiting',' fatigue',' anxiety',' sweating',' headache',' nausea',' blurred_and_distorted_vision',' excessive_hunger',' drying_and_tingling_lips',' slurred_speech',' irritability',' palpitations',0,0,0,0,0,Hypoglycemia
' muscle_weakness',' stiff_neck',' swelling_joints',' movement_stiffness',0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
' muscle_weakness',' stiff_neck',' swelling_joints',' movement_stiffness',' painful_walking',0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
' back_pain',' weakness_in_limbs',' neck_pain',' dizziness',' loss_of_balance',0,0,0,0,0,0,0,0,0,0,0,0,'Cervical spondylosis'
' vomiting',' fatigue',' weight_loss',' cough',' high_fever',' breathlessness',' sweating',' loss_of_appetite',' mild_fever',' yellowing_of_eyes',' swelled_lymph_nodes',' malaise',' phlegm',' chest_pain',' blood_in_sputum',0,0,Tuberculosis
itching,' skin_rash',' nodal_skin_eruptions',' dischromic _patches',0,0,0,0,0,0,0,0,0,0,0,0,0,'Fungal infection'
' skin_rash',' pus_filled_pimples',' blackheads',' scurring',0,0,0,0,0,0,0,0,0,0,0,0,0,Acne
' chills',' vomiting',' high_fever',' sweating',' headache',' nausea',' diarrhoea',' muscle_pain',0,0,0,0,0,0,0,0,0,Malaria
itching,' fatigue',' lethargy',' yellowish_skin',' dark_urine',' loss_of_appetite',' abdominal_pain',' yellow_urine',' yellowing_of_eyes',' malaise',' receiving_blood_transfusion',' receiving_unsterile_injections',0,0,0,0,0,'Hepatitis B'
' skin_rash',' pus_filled_pimples',' scurring',0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acne
